YEAR,MO,DY,T2M,T2MDEW,T2M_MIN,T2M_MAX,QV2M,PRECTOTCORR,PS,WS50M_MAX,WS50M_MIN,WS10M
2006,1,14,18.8,-6.56,11.77,28.14,2.38,0,96.75,4.35,1.44,2.15
2006,1,15,15.73,-5.27,11.13,22.8,2.62,0,96.68,7.27,2.86,2.87
2006,1,16,18.17,-3.07,9.25,29.15,3.17,0,96.52,6.44,2.88,3.2
2006,1,17,19.6,5.87,12.36,27.39,6.23,0.03,96.45,11.07,2.73,4.27
2006,1,18,18.79,7.02,12.8,26.72,6.53,0,96.65,6.02,1.56,2.91
2006,1,19,17.5,3.33,10.9,25.44,5,0,96.82,7.16,1.12,2.64
2006,1,20,16.3,-3.85,8.97,25.57,2.99,0,96.87,7,1.02,2.89
2006,1,21,14.01,-4.49,7.64,22.62,2.81,0,97.05,8,3.19,3.32
2006,1,22,13.94,-5.8,7.73,22.69,2.5,0,96.77,8.14,1.48,2.96
2006,1,23,13.53,-9,7.32,21.82,1.95,0,96.88,7.17,2.1,3.23
2006,1,24,13.76,-9.05,7.69,22.98,1.95,0,97.19,6.78,1.7,2.97
2006,1,25,14.17,-8.54,7.33,24.17,2.01,0,97.27,6.38,0.95,2.65
2006,1,26,14.98,-8.41,8.3,25.24,2.01,0,97.43,6.89,2.21,2.85
2006,1,27,16.64,-6.66,9.69,27.36,2.32,0,97.21,5.92,0.82,2.15
2006,1,28,18.41,-7.27,10.6,27.58,2.2,0,96.99,5.66,1.53,2.35
2006,1,29,18.33,-7.47,9.82,26.8,2.2,0,96.99,3.78,1.68,2.16
2006,1,30,21.6,-7.21,14.48,30.4,2.2,0,96.99,2.41,0.24,1.05
2006,1,31,21.05,-5.95,12.48,30.29,2.44,0,97.06,4.79,1.13,2.38
2006,2,1,20.83,-4.15,14.36,29.87,2.87,0,97.16,6.59,0.87,2.17
2006,2,2,21,-2.97,14.45,30.56,3.11,0,97.15,7.31,0.34,2.72
2006,2,3,19.8,-2.33,12.8,30.01,3.3,0,97.25,8.23,3.48,3.89
2006,2,4,19.4,-2.92,11.01,30.14,3.17,0,97.24,7.8,3.45,3.65
2006,2,5,19.91,-5.8,10.96,31.25,2.5,0,96.99,8.45,2.42,3.56
2006,2,6,21.68,-6.77,14.19,30.65,2.32,0,96.9,3.78,1.16,2.13
2006,2,7,22.03,-5.88,15.03,30.74,2.5,0,96.8,3.45,0.59,1.65
2006,2,8,22,-4.56,14.78,30.79,2.75,0,96.91,5.9,0.51,1.47
2006,2,9,20.68,-1.44,11.48,31.14,3.54,0,97.12,6.97,2.39,2.66
2006,2,10,21.25,-2.28,15.98,30.4,3.3,0,97.07,7.16,0.78,2.36
2006,2,11,22.98,-4.26,16.26,31.76,2.81,0,96.88,3.48,0.23,1.57
2006,2,12,24.01,-4.77,15.42,33.53,2.75,0,96.81,4.26,1,2.22
2006,2,13,24.23,-2.36,17.07,33.78,3.3,0,96.69,5.81,0.98,2.83
2006,2,14,23.85,-0.43,16.25,32.94,3.85,0,96.43,9.46,3.21,4.34
2006,2,15,21.28,-3.83,15.15,30.23,2.99,0,96.25,8.25,4.32,3.75
2006,2,16,22.37,-0.45,13.83,32.24,3.85,0,96.34,6.2,2.28,2.73
2006,2,17,23.4,4.85,16.15,32.32,5.68,0,96.54,5.98,2.48,3.18
2006,2,18,23.98,7.24,16.63,33.92,6.59,0,96.67,6.38,2.52,3.3
2006,2,19,24.93,5.11,17.23,34.65,5.68,0,96.59,6.38,0.51,2.52
2006,2,20,24.89,4.61,18.57,33.78,5.49,0,96.62,5.8,1.6,2.62
2006,2,21,24.72,1.45,16.6,35.1,4.46,0,96.53,6.95,0.95,2.77
2006,2,22,24.41,0.1,15.71,34.69,4.09,0,96.46,6.44,1.7,2.66
2006,2,23,25.21,-0.77,18.34,35.36,3.72,0,96.5,8.6,1.41,2.52
2006,2,24,24.65,0.22,16.41,34.82,4.09,0,96.42,7.48,1.8,3.01
2006,2,25,25.58,-0.7,19.16,35,3.78,0,96.37,7.59,0.39,3.2
2006,2,26,25.98,3.77,20.6,34.05,5.19,0.01,96.33,8.71,0.61,3.66
2006,2,27,22.71,2.04,16.14,31.51,4.94,0.03,96.5,8.73,1.8,3.84
2006,2,28,21.01,-3.86,12.49,31.37,2.99,0,96.56,7.95,3.09,3.61
2006,3,1,21.33,-6.46,13.93,31.48,2.44,0,96.53,6.53,2.1,3.16
2006,3,2,22.4,-8.92,15.38,32.03,1.95,0,96.63,5.49,0.3,2.05
2006,3,3,22.6,-8.43,13.31,32.42,2.01,0,96.6,6.14,1.54,2.55
2006,3,4,24.3,-0.93,16.45,33.09,3.97,0.02,96.46,7.13,1.11,3.12
2006,3,5,25.31,8.47,18.28,32.84,7.39,0,96.45,7.05,2.38,2.7
2006,3,6,24.18,-1.85,17.08,33.14,3.48,0,96.46,6.2,1,2.85
2006,3,7,23.55,-3.3,15.06,32.98,3.05,0,96.57,6.91,0.21,2.27
2006,3,8,24.46,2.98,15.8,33.88,5.37,0.3,96.52,9.83,5.45,4.77
2006,3,9,23.52,14.5,19.75,29.05,10.86,3.94,96.8,8.88,1.11,3.52
2006,3,10,19.74,13.51,16.73,23.42,10.01,4.29,96.64,4.89,0.49,1.61
2006,3,11,20.01,11.5,14.15,27.08,8.79,0.25,96.44,6.63,0.34,2.23
2006,3,12,21.09,9.5,14.28,29.01,7.75,0,96.39,5.81,3.02,3.23
2006,3,13,23.32,9.43,15.69,31.08,7.69,0.63,96.37,4.82,0.17,2.5
2006,3,14,22.9,11.98,17.9,29.35,9.16,3.97,96.38,7.52,4.72,4.02
2006,3,15,21.41,10.76,15.19,28.35,8.42,0.21,96.52,6.63,1.63,2.39
2006,3,16,21.81,10.17,15.29,27.65,8.06,0.46,96.59,6.08,0.84,1.99
2006,3,17,21.37,3.03,14.02,29.97,5.07,0,96.69,7.14,0.85,2.83
2006,3,18,21.4,1.24,13.58,31.12,4.33,0,96.69,7.62,1.52,3.09
2006,3,19,23.63,2.53,14.51,32.9,4.76,0,96.6,7.09,0.06,2.62
2006,3,20,25.24,2.29,16.51,35.16,4.7,0.01,96.38,9.41,5.15,4.8
2006,3,21,23.18,3.9,16.32,31.51,5.31,0,96.41,9.34,5.41,4.89
2006,3,22,22.58,-0.21,13.73,31.9,3.91,0,96.27,7.5,4.12,4.01
2006,3,23,26.35,2.68,18.99,35.46,4.88,0.07,96.12,7.91,1.27,3.11
2006,3,24,26.14,4.51,17.53,35.86,5.49,0,96.05,10.05,3.4,4.83
2006,3,25,25.22,6.08,17.55,33.53,6.16,0,96.21,8.46,0.73,3.59
2006,3,26,23.63,2.36,16.06,31.7,4.7,0.1,96.38,8.41,2.77,4.41
2006,3,27,23.2,1.12,16.21,31.71,4.33,0,96.42,7.92,3.89,3.57
2006,3,28,23.98,-1.98,16.88,32.96,3.42,0.02,96.58,9.1,0.23,3.35
2006,3,29,23.26,1.49,14.44,32.72,4.46,0,96.64,7.52,3.75,3.44
2006,3,30,25.49,-2.43,16.83,35.65,3.3,0,96.56,6.81,0.54,2.22
2006,3,31,27.84,-2.75,18.82,36.73,3.23,0,96.41,4.69,0.8,2.1
2006,4,1,26.67,-2.96,19.64,35.33,3.3,0,96.15,5.98,2.44,3.26
2006,4,2,28.11,3.19,20.06,37.26,5,0,96.1,7.29,1.68,3.02
2006,4,3,28.7,1.91,20.59,37.55,4.58,0,96.16,8.95,1.18,3.48
2006,4,4,28.65,-1.27,19.72,38.08,3.6,0,96.2,7,1.52,2.83
2006,4,5,30.33,-2.1,23.68,39.55,3.36,0,96.13,5.94,0.74,2.68
2006,4,6,31.1,-0.33,22.86,40.47,3.85,0,96.12,5.86,2.52,2.88
2006,4,7,31.65,0.26,23.73,40.58,4.09,0,96.04,6.7,2.38,3.65
2006,4,8,32.56,0.15,25.03,40.88,4.03,0,95.88,5.34,0.94,2.34
2006,4,9,30.83,4.22,22.67,38.39,5.43,0,95.73,8.92,0.29,4.41
2006,4,10,28.52,1.08,22.22,36.4,4.52,0,95.96,7.72,4.34,4.3
2006,4,11,27.93,-4.7,19.15,37.33,2.81,0,95.98,7.28,1.69,3.16
2006,4,12,27.2,-7.2,18.44,36.76,2.26,0,95.95,9.62,2.36,4.02
2006,4,13,26.87,-11.84,16.85,36.21,1.46,0,96.14,9.19,1.27,3.2
2006,4,14,27.99,-11.42,19.07,37.23,1.53,0,96.24,8.97,2.69,3.44
2006,4,15,29.12,-5.06,20.02,37.91,2.81,0,96.14,9.14,2.97,3.46
2006,4,16,28.64,-3.69,20.33,36.97,2.99,0,95.91,9.02,3.51,4.22
2006,4,17,27.57,-0.36,19.83,35.39,3.85,0.81,96.07,7.78,2.24,3.31
2006,4,18,27.9,-1.38,19.59,36.22,3.6,0,96.12,8.28,1.27,4.44
2006,4,19,29.44,0.52,22.08,37.15,4.15,0,96.26,5.77,1,2.82
2006,4,20,30.48,5.15,22.13,38.62,5.74,0,96.33,4.87,2.35,2.74
2006,4,21,30.27,5.55,22.62,38.2,5.86,0,96.28,7.83,0.3,2.91
2006,4,22,30.99,5.67,24,38.9,5.92,0,96.17,6.36,1.52,3.5
2006,4,23,31.86,5.29,22.71,40.04,5.8,0.03,96.03,8.28,2.71,3.65
2006,4,24,31.77,3.95,22.36,40.41,5.25,0.04,95.96,8.48,3.2,3.52
2006,4,25,33.08,4.14,23.97,41.99,5.31,0,95.9,7.52,5.16,4.08
2006,4,26,33.41,4.5,25.09,41.93,5.49,0,95.95,9.02,5.5,4.86
2006,4,27,34.11,5.4,25.35,42.44,5.86,0,95.96,8.94,1.95,3.69
2006,4,28,34.23,6.31,25.76,42.43,6.23,0,95.95,5.8,1.15,2.8
2006,4,29,35.18,7,27.08,42.58,6.53,0.01,95.89,6.68,1.85,2.61
2006,4,30,35.83,8.65,28.99,42.46,7.32,0.01,95.86,7.34,2.55,3.49
2006,5,1,35.19,6.8,27.46,42.73,6.41,3.3,95.96,7.43,2.67,3.31
2006,5,2,32.41,12.15,26.56,39.65,9.46,9.72,96.02,6.16,1.85,2.34
2006,5,3,32.5,10.18,24.52,41.03,8.18,0,96.07,6.53,1.78,2.58
2006,5,4,33.9,8.35,26.27,41.69,7.26,0,96.08,5.28,1.95,2.51
2006,5,5,35.19,5.73,26.33,44.19,5.98,0,96,10.18,1.7,3.67
2006,5,6,34.98,2.54,26.98,44.02,4.76,0,95.86,10.77,7.27,6.3
2006,5,7,34.26,2.98,26.71,42.63,5,0,95.73,10.52,6.53,5.95
2006,5,8,35.11,5.72,27.43,43.54,6.04,0,95.74,11.05,3.52,4.77
2006,5,9,34.63,7.31,26.96,42.34,6.71,0,95.82,9.07,2.15,3.34
2006,5,10,35.15,7.02,27.01,42.54,6.53,0,95.65,9.61,4.01,5.02
2006,5,11,35.89,9.63,28.47,43.48,7.81,0.43,95.67,8.75,4.23,4.26
2006,5,12,36.28,7.19,27.76,44.11,6.59,0,95.79,10.76,5.64,5.16
2006,5,13,36.65,7.4,29.49,44.12,6.71,0,95.72,11.09,4.73,5.51
2006,5,14,36.28,9.57,28.42,43.81,7.81,0.33,95.79,8.52,4.14,4.22
2006,5,15,36.39,12.24,29.44,43.09,9.28,0.5,95.82,8.07,5.23,4.52
2006,5,16,36.21,13.8,28.98,42.43,10.31,0.84,95.84,6.95,1.34,2.88
2006,5,17,36.24,15.05,29.94,41.34,11.17,0.06,96.03,4.55,0.09,2.3
2006,5,18,35.82,13.18,29.85,41.83,10.01,0.06,95.9,7.79,0.68,3.51
2006,5,19,35.6,10.85,28.02,42.73,8.48,0.62,95.64,8.97,4.73,5.49
2006,5,20,34.39,13.51,28.19,40.45,10.13,0.7,95.59,8.88,5.63,5.16
2006,5,21,32.33,19.77,29.03,36.36,15.32,15.8,95.61,8.3,1.09,3.88
2006,5,22,33.51,19.8,27.45,38.79,15.2,0.38,95.66,5.18,0.89,2.14
2006,5,23,33.48,19.29,27.99,38.19,14.77,0.48,95.64,7.78,1.26,3.34
2006,5,24,34.09,17.48,27.77,40.72,13.18,0,95.5,10.28,3.16,4.66
2006,5,25,35.17,15.86,28.13,42.36,11.84,0.05,95.44,10.22,5.09,5.05
2006,5,26,35.87,14.95,29,42.94,11.17,0.04,95.6,8.88,4.49,4.34
2006,5,27,36.87,13.01,29.03,44.22,9.89,0,95.47,7.51,3.95,3.89
2006,5,28,37.05,11.37,29.64,44.98,8.91,0,95.17,10.12,6.41,5.93
2006,5,29,36.94,8.15,30.19,44.82,7.2,0,94.9,12.14,2.17,6.49
2006,5,30,36.28,5.18,27.65,44.45,5.98,0,94.88,8.89,1.35,4.55
2006,5,31,37.55,12.76,29.67,44.58,9.77,0.4,95.19,8.7,1.14,3.85
2006,6,1,35.17,16.32,31.15,39.48,12.39,9.04,95.47,7.8,0.77,3.18
2006,6,2,28.47,20.3,25.5,30.42,15.81,31.88,95.42,7.12,1.52,2.69
2006,6,3,28.34,20.38,24.14,33.87,15.81,23.61,95.35,5.53,1.59,3.04
2006,6,4,30.4,19.95,23.56,36.73,15.32,2.4,95.45,8.66,4.18,4.6
2006,6,5,30.99,16.94,24.8,37.94,12.7,0.05,95.56,9.95,5.52,5.16
2006,6,6,31.2,17.65,25.83,37.17,13.24,0.62,95.6,10.27,6.86,5.62
2006,6,7,31.3,16.73,25.43,37.69,12.51,0.1,95.71,8.74,5.63,5.05
2006,6,8,31.65,16.05,24.64,38.79,11.96,0,95.7,11.37,6.46,5.81
2006,6,9,32.65,14.48,25.02,40.19,10.86,0,95.55,9.68,6.09,5.46
2006,6,10,33.18,14.95,26.83,39.77,11.17,0,95.53,9.7,7.18,5.75
2006,6,11,32.44,14.05,26.67,40.03,10.68,0,95.54,11.27,7.46,6.61
2006,6,12,31.81,14.78,26.51,38.67,11.11,0,95.56,12.05,6.16,6.3
2006,6,13,31.36,17.86,26.65,37.44,13.43,0.83,95.64,10.89,4.29,5.31
2006,6,14,31.65,17.64,25.64,37.65,13.24,0.16,95.77,8.65,4.41,4.41
2006,6,15,31.8,18.61,26.69,37.27,14.1,3.83,95.8,8.46,4.34,4.46
2006,6,16,32,15.94,25.94,39.01,11.9,0.4,95.72,9.8,5.09,4.96
2006,6,17,31.9,14.84,25.8,38.76,11.05,0,95.84,10.61,3.47,4.72
2006,6,18,32.76,15.95,25.9,40.05,11.9,0.16,95.81,7.54,2.55,4.01
2006,6,19,31.84,17.34,25.23,38.81,13.43,15.54,95.75,6.47,1.91,3.11
2006,6,20,31.07,16.89,25.16,37.73,12.82,0.59,95.67,5.55,2.19,3.21
2006,6,21,32.06,15.22,24.3,38.36,11.41,0.01,95.62,4.43,0.31,1.52
2006,6,22,33.94,14.99,26.86,39.88,11.29,0,95.48,5.35,0.97,2.2
2006,6,23,34.26,18.87,28.03,40.62,14.4,0.39,95.44,8.45,3.15,3.49
2006,6,24,33.94,20.33,28.39,40.39,15.75,0.79,95.5,8.55,4.54,4.66
2006,6,25,32.19,22.41,26.74,37.99,17.88,6.8,95.51,7.2,3.64,4.17
2006,6,26,30.81,23.2,27.16,34.69,18.74,4.01,95.5,5.52,0.6,2.05
2006,6,27,31.7,22.63,27.62,36.23,18.13,2.55,95.38,5.81,0.46,1.91
2006,6,28,31.16,22.15,27.33,37.07,17.58,0.61,95.39,7.96,1.12,2.93
2006,6,29,30.98,22.57,26.38,35.39,18.13,5.51,95.31,5.83,2.02,3.14
2006,6,30,31.9,22.38,26.36,37.48,17.88,0.9,95.24,5.06,3.93,3.32
2006,7,1,33.82,21.58,27.84,39.65,17.03,0.36,95.24,5.95,1.41,3.17
2006,7,2,35.2,22.5,29.5,40.46,18.07,1.94,95.04,8.02,1.74,3.5
2006,7,3,35.02,21.27,29.59,41.37,16.78,0.28,95.06,5.67,2.71,3.32
2006,7,4,35.01,20.55,29.41,41.37,15.99,0,95.11,8.28,4.97,5
2006,7,5,33.49,21.74,28.88,39.12,17.21,0.03,95.06,10.43,6.04,6.47
2006,7,6,33.79,21.84,29.12,38.67,17.27,0.01,95.13,5.7,1.73,2.91
2006,7,7,34.4,22.55,29.11,39.34,18.07,0.02,95.14,9.53,6.45,6.17
2006,7,8,34.42,22.43,29.35,39.8,17.94,0.01,95.09,10.56,7.52,7.2
2006,7,9,33.18,21.52,27.91,38.55,16.97,0.9,95.07,11.04,5.16,6.55
2006,7,10,30.19,21.89,26.48,34.23,17.33,14.28,95.23,10.41,6.04,5.79
2006,7,11,29.44,23.18,25.25,34.21,18.8,18.32,95.18,10.14,4.98,5.28
2006,7,12,30.69,22.75,26.37,35.38,18.31,4.44,95.15,10.02,2.38,4.72
2006,7,13,31.92,22.12,27.01,37.17,17.64,0.07,95.12,8.4,3.37,4.12
2006,7,14,31.54,20.65,26.89,36.64,16.05,0,95.22,7.77,3.62,4.02
2006,7,15,31.99,20.2,26.55,37.88,15.62,0,95.3,8.16,3.05,3.64
2006,7,16,32.68,19.81,27.25,37.49,15.26,0.01,95.31,6,0.61,2.2
2006,7,17,33.45,19.75,28.01,39.35,15.26,0.05,95.17,5.15,1.57,2.71
2006,7,18,31.91,21.42,27.66,38.06,16.97,0.44,95.25,7.45,0.5,3.28
2006,7,19,32.01,21.34,27.05,37.19,16.85,0.36,95.31,9.18,3.92,4.34
2006,7,20,30.13,22.99,27,33.91,18.55,18.21,95.51,7.88,0.3,3.79
2006,7,21,30.17,22.98,25.76,35.58,18.49,8.18,95.43,7.08,4.28,3.92
2006,7,22,30.26,22.2,25.38,35.97,17.64,0.16,95.47,8.86,4.69,5.31
2006,7,23,30.48,22.48,25.51,36.56,17.94,0.49,95.43,8.83,5.25,5.27
2006,7,24,31.22,23.33,26.46,36.98,18.86,0.5,95.52,6.07,3.7,3.71
2006,7,25,29.34,23.75,27.08,32.59,19.35,2.97,95.57,4.95,1.49,2.23
2006,7,26,28,23.29,25.99,30.42,18.8,3.65,95.57,7.34,3.02,3.78
2006,7,27,27.01,23,24.89,29.44,18.49,12.08,95.4,7.06,4.63,4.22
2006,7,28,27.51,23.67,25.06,31.01,19.35,6.62,95.02,8.77,0.3,3.34
2006,7,29,26.94,23.17,24.74,29.75,18.8,1.45,95.1,10.79,0.53,4.73
2006,7,30,29.62,23.09,25.05,34.72,18.68,1.46,95.3,10.36,5.47,6.34
2006,7,31,28.96,23.33,25.37,33.85,18.92,4.84,95.28,10.9,6.62,6.85
2006,8,1,28.64,23.72,25.12,33.81,19.41,11.83,95.2,9.37,5.66,5.79
2006,8,2,28.54,23.03,24.08,33.53,18.55,1.09,95.3,5.95,3.73,3.77
2006,8,3,28.31,22.84,25.01,32.35,18.31,0.81,95.46,4.59,2.23,2.77
2006,8,4,28.44,22.67,25.23,32.85,18.13,1.2,95.57,6.2,4.01,3.41
2006,8,5,28.53,22.49,24.59,34.37,17.88,0.2,95.62,9.03,4.62,4.85
2006,8,6,29.24,22.13,24.52,34.62,17.52,0.14,95.51,7.1,4.77,4.66
2006,8,7,29.23,22.23,24.93,34.65,17.7,0.86,95.37,7.24,4.91,4.8
2006,8,8,29.53,22.76,25.21,34.65,18.31,0.62,95.28,6.65,3.76,3.76
2006,8,9,29.63,22.57,24.87,35.03,18.07,3.06,95.28,6.74,3.58,3.62
2006,8,10,29.27,22.81,25.61,33.41,18.37,2.01,95.2,9.61,4.38,4.81
2006,8,11,30.01,22.3,25.39,35.61,17.82,0.1,95.2,9.47,5.61,5.72
2006,8,12,29.73,22.64,25.21,35.01,18.13,0.13,95.26,7.71,5.25,4.85
2006,8,13,29.76,22.93,25.73,33.76,18.43,0.5,95.38,5.88,1.05,2.58
2006,8,14,29.77,23.56,26.23,34.3,19.23,16.47,95.33,4.49,1.03,2
2006,8,15,29.83,23.41,25.77,34.42,19.04,6.68,95.2,6.66,1.29,3.23
2006,8,16,29.58,23.44,25.95,34.19,19.04,5.27,95.24,7.61,5.04,4.27
2006,8,17,29.76,22.89,25.48,35.05,18.37,1.03,95.42,6.21,2.08,3.59
2006,8,18,29.65,22.19,25.99,34.7,17.58,5.43,95.53,10.38,3.44,5.02
2006,8,19,27.8,23.35,25.03,31.37,18.92,3.95,95.46,7.78,3.3,5.09
2006,8,20,28.56,23.83,24.94,33.2,19.47,4.27,95.52,8.36,1.87,4.79
2006,8,21,28.94,22.92,24.63,34.02,18.43,1.18,95.58,6.54,4.55,3.83
2006,8,22,29.05,22.23,24.46,34.33,17.64,0.27,95.61,6.38,2.48,3.49
2006,8,23,28.55,21.94,24.45,33.29,17.33,0.73,95.71,6.35,1.53,2.7
2006,8,24,29.04,21.18,24.39,34.56,16.48,0.02,95.76,7.35,3.38,3.91
2006,8,25,29.11,21.27,23.76,35.01,16.54,0,95.88,7.38,5.44,4.95
2006,8,26,29.02,20.87,24.36,34.72,16.24,0,95.73,8.59,6.18,5.79
2006,8,27,29.4,20.86,23.74,36.01,16.24,0.01,95.47,8.47,5.27,5.05
2006,8,28,29.24,20.8,24.05,35.17,16.17,0.02,95.53,7.45,3.16,3.88
2006,8,29,29.74,20.59,24.22,35.67,15.93,0.7,95.75,6.75,1.24,3.01
2006,8,30,29.37,20.8,24.59,35.39,16.11,2.3,95.86,6.9,4.15,4.3
2006,8,31,27.48,22.66,24.04,32.37,18.13,13.52,95.59,7.1,3.23,4.17
2006,9,1,25.83,22.51,23.97,28.44,18.01,12.86,95.24,6.79,1.09,3.62
2006,9,2,27.51,21.28,23.26,32.53,16.66,1.45,95.68,11.32,6.24,5.72
2006,9,3,29.19,21.08,23.55,35.18,16.36,0.05,96.05,7.53,4.28,3.88
2006,9,4,29.34,19.41,23.3,36.25,14.77,0,95.96,6.7,4.49,3.49
2006,9,5,29.48,20.13,23.36,35.97,15.5,0.02,95.88,6.71,2.46,3.04
2006,9,6,28.44,22.24,24.41,33.64,17.64,0.4,95.72,8.8,4.86,5.43
2006,9,7,28.71,22.6,24.32,33.94,18.01,0.13,95.78,8.8,5.59,5.63
2006,9,8,28.42,21.8,23.41,34.06,17.09,0.11,95.98,7.21,5.41,4.64
2006,9,9,28.74,21.93,23.6,34.01,17.21,3.92,96.09,6.7,4.09,3.46
2006,9,10,29.31,20.42,23.03,35.52,15.69,0,96.07,6.95,3.74,3.84
2006,9,11,29.76,20.79,23.78,36.1,16.05,0,95.85,8.09,4.34,4.08
2006,9,12,29.96,20.13,24.01,36.4,15.5,0,95.84,7.9,2.27,3.59
2006,9,13,30.26,19.05,23.62,37.44,14.47,0.34,96.04,7.66,0.62,2.86
2006,9,14,30.28,19.3,23.87,36.72,14.65,0.08,96.07,5.94,0.34,2.34
2006,9,15,30.69,19.4,24.82,36.98,14.77,0.29,96.08,5.04,1.69,2.12
2006,9,16,31.01,19.67,25.36,37.51,15.01,0.03,96.11,5.91,0.22,2.3
2006,9,17,31.05,19.77,25.23,37.83,15.2,0,95.96,5.59,0.16,1.62
2006,9,18,31.17,19.3,24.01,38.72,14.83,0,95.84,6.18,0.08,1.94
2006,9,19,31.21,19.6,24.54,38.35,15.08,0,95.77,6.84,1.1,2.92
2006,9,20,31.55,19.43,24.12,38.91,14.89,0.02,95.82,6.16,0.92,2.27
2006,9,21,30.64,20.93,25.99,35.82,16.3,18.75,95.8,4.81,1.07,1.55
2006,9,22,28.52,20.51,23.69,34.06,15.87,8.52,95.82,4.83,3.16,2.55
2006,9,23,29.16,18.85,23.38,35.47,14.28,0.03,96,5.17,1.27,2.38
2006,9,24,29.77,17.15,23.8,36.53,12.88,0,96.07,6.11,1.51,2.81
2006,9,25,29.31,15.32,21.76,36.37,11.54,0,96.16,6.15,1.73,2.84
2006,9,26,28.65,16.1,22.08,36.07,12.08,0.1,96.14,7.36,4.06,3.7
2006,9,27,29.25,17.93,22.96,36.08,13.49,0.19,96.08,7.38,3.52,3.45
2006,9,28,29.33,15.22,22.44,37.44,11.35,0.24,96.19,6.86,3.15,3.23
2006,9,29,28.47,13.05,21.3,36.77,9.83,0,96.25,5.73,4.14,3.42
2006,9,30,28.21,12.54,20.67,36.83,9.46,0,96.27,6.67,2.62,3.22
2006,10,1,28.76,13.95,21.92,37.05,10.5,0.04,96.23,6.26,2.66,2.61
2006,10,2,29.2,15.14,21.86,37.09,11.47,0,96.13,3.11,0.42,1.42
2006,10,3,29.87,11.44,23.01,38.13,8.91,0,96.08,3.38,1.12,1.87
2006,10,4,29.77,9.81,22.56,39.11,8,0,96.05,7.78,2.64,3.03
2006,10,5,29.54,10.94,22.17,39.26,8.54,0,95.92,10.44,6.82,5.38
2006,10,6,28.15,14.2,21.14,36.9,10.86,0,95.98,9.9,4.79,4.82
2006,10,7,28.47,15.56,21.11,37.05,11.72,0,96.08,8.8,4.08,4.15
2006,10,8,28.68,15.07,21.86,36.76,11.29,0,96.27,7.75,2.75,3.42
2006,10,9,28.41,14.12,21.56,36.42,10.56,0,96.42,7.27,3.46,3.54
2006,10,10,28.37,12.44,20.75,36.58,9.34,0,96.49,6.07,3.4,2.99
2006,10,11,28.35,12.02,21.05,36.58,9.09,0,96.59,6.33,3.19,3.01
2006,10,12,27.91,12.28,20.44,36.2,9.28,0,96.56,6.73,2.07,3.15
2006,10,13,27.4,11.94,19.59,36.27,9.09,0,96.75,8.28,3.12,3.41
2006,10,14,28.2,11.48,21.36,35.44,8.73,0,96.84,6.64,1.52,2.38
2006,10,15,28.67,11.39,21.57,36.82,8.79,0,96.71,4.96,1.83,2.01
2006,10,16,28.92,10.86,22.74,36.98,8.42,0,96.7,7.69,0.33,1.8
2006,10,17,29.04,11.46,23.15,37.12,8.73,0,96.72,6.43,1.09,2.88
2006,10,18,29.33,10.51,22.81,37.31,8.24,0.03,96.6,8.93,0.77,3.1
2006,10,19,28.44,11.6,21.98,37.05,8.97,3.34,96.48,8.73,2.15,3.5
2006,10,20,25.2,15,19.85,32.05,11.11,3.26,96.74,7.37,2.55,3.23
2006,10,21,25.73,12.87,19.29,32.87,9.58,0.09,96.82,6.19,0.54,2.05
2006,10,22,25.55,12.53,19.69,33.16,9.46,0.25,96.76,6.19,0.3,2.29
2006,10,23,25.27,12.66,19.17,32.84,9.52,0,96.81,5.12,1.62,2.12
2006,10,24,24.89,11.01,17.94,32.54,8.54,0,96.88,5.29,0.62,1.66
2006,10,25,24.94,9.52,17.81,33.04,7.69,0,96.95,6.09,0.28,2.12
2006,10,26,24.84,9.37,18.42,32.85,7.57,0,96.93,5.6,1.05,1.84
2006,10,27,24.85,9.29,17.68,33.44,7.57,0,96.9,5.68,2.52,2.64
2006,10,28,24.76,9.98,17.72,32.55,7.93,0,96.82,5.31,0.59,1.99
2006,10,29,25.56,7.36,18.73,33.15,6.65,0,96.8,3.73,0.63,1.52
2006,10,30,25.18,6.6,18.86,33.75,6.29,0,96.76,6.62,1.12,2.09
2006,10,31,24.84,6.68,17.69,33.48,6.35,0,96.8,6.03,0.23,2.03
2006,11,1,24.53,6.08,17.71,33.33,6.1,0,96.74,7.48,0.34,2.09
2006,11,2,23.26,5.3,16.66,31.92,5.8,0,96.75,7.12,1.61,2.46
2006,11,3,23.41,4.51,17.39,31.87,5.49,0,96.83,5.53,0.91,2.21
2006,11,4,23.86,4.48,18.12,32.73,5.43,0,96.83,6.25,0.3,1.99
2006,11,5,24,4.3,17.69,32.65,5.37,0,96.79,5.16,1.74,2.26
2006,11,6,25.51,2.79,19.8,33.18,4.82,0,96.7,3.06,0.07,1.02
2006,11,7,25.4,2.69,20.03,32.57,4.76,0,96.64,2.14,0.4,0.83
2006,11,8,24.77,2.15,18.91,33.54,4.58,0,96.8,5.89,0.61,1.77
2006,11,9,23.58,4.91,16.48,32.48,5.62,0,97.03,5.29,0.51,2.19
2006,11,10,22.78,5.72,15.26,31.73,5.92,0,97.1,6.2,0.15,1.92
2006,11,11,23.96,5.74,17.23,32.24,5.92,0,97.04,3.88,0.37,1.46
2006,11,12,24.33,6.9,19.73,32.06,6.41,0,96.91,7.48,0.23,1.73
